,Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
4382,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,20h,Good,43.0,20h,Good,33.0,23/11/2018 21:00,1543003501
4383,Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,47.0,20h,Good,20.0,20h,Good,9.0,23/11/2018 21:00,1543003501
4384,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,21h,Good,30.0,,Good,0.0,23/11/2018 22:00,1543007101
4385,Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,17.0,21h,Good,44.0,21h,Good,30.0,23/11/2018 22:00,1543007101
4386,Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,18.0,21h,Good,51.0,21h,Good,18.0,23/11/2018 22:00,1543007101
4387,Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,21.0,21h,Good,46.0,,Good,0.0,23/11/2018 22:00,1543007101
4388,Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,42.0,21h,Good,23.0,21h,Good,14.0,23/11/2018 22:00,1543007101
4389,Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,37.0,21h,Good,23.0,21h,Good,18.0,23/11/2018 22:00,1543007101
4390,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,21h,Good,44.0,21h,Good,30.0,23/11/2018 22:00,1543007101
4391,Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,61.0,21h,Good,12.0,21h,Good,9.0,23/11/2018 22:00,1543007101
4392,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,22h,Good,33.0,,Good,0.0,23/11/2018 23:00,1543010702
4393,Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,17.0,22h,Good,53.0,22h,Good,29.0,23/11/2018 23:00,1543010702
4394,Barcelona - Gràcia,Good,2.1534,41.3987,22h,Good,19.0,22h,Good,50.0,22h,Good,17.0,23/11/2018 23:00,1543010702
4395,Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,30.0,22h,Good,38.0,,Good,0.0,23/11/2018 23:00,1543010702
4396,Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,47.0,22h,Good,18.0,22h,Good,14.0,23/11/2018 23:00,1543010702
4397,Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,42.0,22h,Good,19.0,22h,Good,17.0,23/11/2018 23:00,1543010702
4398,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,22h,Good,46.0,22h,Good,28.0,23/11/2018 23:00,1543010702
4399,Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,58.0,22h,Good,14.0,22h,Good,8.0,23/11/2018 23:00,1543010702
4400,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,23h,Good,27.0,,Good,0.0,24/11/2018 0:00,1543014302
4401,Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,19.0,23h,Good,46.0,23h,Good,28.0,24/11/2018 0:00,1543014302
4402,Barcelona - Gràcia,Good,2.1534,41.3987,23h,Good,20.0,23h,Good,44.0,23h,Good,17.0,24/11/2018 0:00,1543014302
4403,Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,18.0,23h,Good,45.0,,Good,0.0,24/11/2018 0:00,1543014302
4404,Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,50.0,23h,Good,14.0,23h,Good,14.0,24/11/2018 0:00,1543014302
4405,Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,44.0,23h,Good,16.0,23h,Good,17.0,24/11/2018 0:00,1543014302
4406,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,23h,Good,45.0,23h,Good,27.0,24/11/2018 0:00,1543014302
4407,Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,62.0,23h,Good,9.0,23h,Good,9.0,24/11/2018 0:00,1543014302
4408,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,0h,Good,34.0,,Good,0.0,24/11/2018 1:00,1543017901
4409,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,12.0,0h,Good,52.0,0h,Good,28.0,24/11/2018 1:00,1543017901
4410,Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,22.0,0h,Good,41.0,0h,Good,17.0,24/11/2018 1:00,1543017901
4411,Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,6.0,0h,Good,58.0,,Good,0.0,24/11/2018 1:00,1543017901
4412,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,53.0,0h,Good,9.0,0h,Good,13.0,24/11/2018 1:00,1543017901
4413,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,30.0,0h,Good,25.0,0h,Good,17.0,24/11/2018 1:00,1543017901
4414,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,36.0,0h,Good,25.0,24/11/2018 1:00,1543017901
4415,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,63.0,0h,Good,6.0,0h,Good,9.0,24/11/2018 1:00,1543017901
4416,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,1h,Good,37.0,,Good,0.0,24/11/2018 2:00,1543021502
4417,Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,9.0,1h,Good,45.0,1h,Good,28.0,24/11/2018 2:00,1543021502
4418,Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,11.0,1h,Good,48.0,1h,Good,17.0,24/11/2018 2:00,1543021502
4419,Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,15.0,1h,Good,49.0,,Good,0.0,24/11/2018 2:00,1543021502
4420,Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,42.0,1h,Good,16.0,1h,Good,13.0,24/11/2018 2:00,1543021502
4421,Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,22.0,1h,Good,29.0,1h,Good,17.0,24/11/2018 2:00,1543021502
4422,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,1h,Good,50.0,1h,Good,24.0,24/11/2018 2:00,1543021502
4423,Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,46.0,1h,Good,17.0,1h,Good,9.0,24/11/2018 2:00,1543021502
4424,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,2h,Good,30.0,,Good,0.0,24/11/2018 3:00,1543025102
4425,Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,6.0,2h,Good,51.0,2h,Good,28.0,24/11/2018 3:00,1543025102
4426,Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,22.0,2h,Good,32.0,2h,Good,17.0,24/11/2018 3:00,1543025102
4427,Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,7.0,2h,Good,54.0,,Good,0.0,24/11/2018 3:00,1543025102
4428,Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,43.0,2h,Good,14.0,2h,Good,13.0,24/11/2018 3:00,1543025102
4429,Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,24.0,2h,Good,25.0,2h,Good,18.0,24/11/2018 3:00,1543025102
4430,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,2h,Good,35.0,2h,Good,23.0,24/11/2018 3:00,1543025102
4431,Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,47.0,2h,Good,14.0,3h,Good,9.0,24/11/2018 3:00,1543025102
4432,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,3h,Good,27.0,,Good,0.0,24/11/2018 4:00,1543028701
4433,Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,10.0,3h,Good,43.0,3h,Good,27.0,24/11/2018 4:00,1543028701
4434,Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,18.0,3h,Good,34.0,3h,Good,17.0,24/11/2018 4:00,1543028701
4435,Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,4.0,3h,Good,49.0,,Good,0.0,24/11/2018 4:00,1543028701
4436,Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,41.0,3h,Good,13.0,3h,Good,13.0,24/11/2018 4:00,1543028701
4437,Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,34.0,3h,Good,14.0,3h,Good,17.0,24/11/2018 4:00,1543028701
4438,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,3h,Good,42.0,3h,Good,23.0,24/11/2018 4:00,1543028701
4439,Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,46.0,3h,Good,14.0,3h,Good,9.0,24/11/2018 4:00,1543028701
4440,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,4h,Good,25.0,,Good,0.0,24/11/2018 5:00,1543032302
4441,Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,14.0,4h,Good,35.0,5h,Good,27.0,24/11/2018 5:00,1543032302
4442,Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,25.0,4h,Good,25.0,4h,Good,17.0,24/11/2018 5:00,1543032302
4443,Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,12.0,4h,Good,39.0,,Good,0.0,24/11/2018 5:00,1543032302
4444,Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,38.0,4h,Good,14.0,4h,Good,13.0,24/11/2018 5:00,1543032302
4445,Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,30.0,4h,Good,17.0,4h,Good,18.0,24/11/2018 5:00,1543032302
4446,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,4h,Good,42.0,4h,Good,22.0,24/11/2018 5:00,1543032302
4447,Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,50.0,4h,Good,9.0,4h,Good,9.0,24/11/2018 5:00,1543032302
4448,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,5h,Good,18.0,,Good,0.0,24/11/2018 6:00,1543035902
4449,Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,24.0,5h,Good,27.0,5h,Good,26.0,24/11/2018 6:00,1543035902
4450,Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,27.0,5h,Good,22.0,5h,Good,17.0,24/11/2018 6:00,1543035902
4451,Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,6.0,5h,Good,37.0,,Good,0.0,24/11/2018 6:00,1543035902
4452,Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,48.0,5h,Good,8.0,5h,Good,13.0,24/11/2018 6:00,1543035902
4453,Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,38.0,5h,Good,10.0,5h,Good,17.0,24/11/2018 6:00,1543035902
4454,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,5h,Good,39.0,5h,Good,21.0,24/11/2018 6:00,1543035902
4455,Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,61.0,5h,Good,4.0,5h,Good,10.0,24/11/2018 6:00,1543035902
4456,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,6h,Good,21.0,,Good,0.0,24/11/2018 7:00,1543039502
4457,Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,24.0,5h,Good,27.0,6h,Good,26.0,24/11/2018 7:00,1543039502
4458,Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,27.0,6h,Good,23.0,6h,Good,17.0,24/11/2018 7:00,1543039502
4459,Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,6.0,6h,Good,38.0,,Good,0.0,24/11/2018 7:00,1543039502
4460,Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,19.0,6h,Good,26.0,6h,Good,12.0,24/11/2018 7:00,1543039502
4461,Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,31.0,6h,Good,14.0,6h,Good,17.0,24/11/2018 7:00,1543039502
4462,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,6h,Good,34.0,6h,Good,21.0,24/11/2018 7:00,1543039502
4463,Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,69.0,6h,Good,3.0,6h,Good,9.0,24/11/2018 7:00,1543039502
4464,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,7h,Good,25.0,,Good,0.0,24/11/2018 8:00,1543043102
4465,Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,24.0,5h,Good,27.0,7h,Good,27.0,24/11/2018 8:00,1543043102
4466,Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,7.0,7h,Good,44.0,7h,Good,17.0,24/11/2018 8:00,1543043102
4467,Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,3.0,7h,Good,40.0,,Good,0.0,24/11/2018 8:00,1543043102
4468,Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,15.0,7h,Good,33.0,8h,Good,12.0,24/11/2018 8:00,1543043102
4469,Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,18.0,7h,Good,24.0,7h,Good,17.0,24/11/2018 8:00,1543043102
4470,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,7h,Good,43.0,7h,Good,20.0,24/11/2018 8:00,1543043102
4471,Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,65.0,7h,Good,3.0,7h,Good,9.0,24/11/2018 8:00,1543043102
4472,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,8h,Good,27.0,,Good,0.0,24/11/2018 9:00,1543046702
4473,Barcelona - Eixample,Good,2.1538,41.3853,6h,--,0.0,6h,--,0.0,8h,Good,26.0,24/11/2018 9:00,1543046702
4474,Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,12.0,8h,Good,44.0,8h,Good,17.0,24/11/2018 9:00,1543046702
4475,Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,12.0,8h,Good,50.0,,Good,0.0,24/11/2018 9:00,1543046702
4476,Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,30.0,8h,Good,24.0,8h,Good,12.0,24/11/2018 9:00,1543046702
4477,Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,9.0,8h,Good,36.0,8h,Good,17.0,24/11/2018 9:00,1543046702
4478,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,8h,Good,45.0,8h,Good,20.0,24/11/2018 9:00,1543046702
4479,Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,64.0,8h,Good,4.0,8h,Good,9.0,24/11/2018 9:00,1543046702
4480,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,9h,Good,37.0,,Good,0.0,24/11/2018 10:00,1543050301
4481,Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,11.0,9h,Good,43.0,9h,Good,23.0,24/11/2018 10:00,1543050301
4482,Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,14.0,9h,Good,49.0,9h,Good,16.0,24/11/2018 10:00,1543050301
4483,Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,8.0,9h,Good,55.0,,Good,0.0,24/11/2018 10:00,1543050301
4484,Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,36.0,9h,Good,21.0,9h,Good,11.0,24/11/2018 10:00,1543050301
4485,Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,22.0,9h,Good,27.0,9h,Good,16.0,24/11/2018 10:00,1543050301
4486,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,9h,Good,48.0,9h,Good,19.0,24/11/2018 10:00,1543050301
4487,Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,66.0,9h,Good,4.0,9h,Good,9.0,24/11/2018 10:00,1543050301
4488,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,10h,Good,17.0,,Good,0.0,24/11/2018 11:00,1543053902
4489,Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,22.0,10h,Good,30.0,10h,Good,22.0,24/11/2018 11:00,1543053902
4490,Barcelona - Gràcia,Good,2.1534,41.3987,10h,Good,29.0,10h,Good,29.0,10h,Good,15.0,24/11/2018 11:00,1543053902
4491,Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,24.0,10h,Good,38.0,,Good,0.0,24/11/2018 11:00,1543053902
4492,Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,42.0,10h,Good,12.0,10h,Good,11.0,24/11/2018 11:00,1543053902
4493,Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,34.0,10h,Good,14.0,10h,Good,15.0,24/11/2018 11:00,1543053902
4494,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,10h,Good,45.0,10h,Good,19.0,24/11/2018 11:00,1543053902
4495,Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,60.0,10h,Good,3.0,10h,Good,8.0,24/11/2018 11:00,1543053902
4496,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,11h,Good,17.0,,Good,0.0,24/11/2018 12:00,1543057502
4497,Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,26.0,11h,Good,25.0,11h,Good,21.0,24/11/2018 12:00,1543057502
4498,Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,29.0,11h,Good,30.0,11h,Good,14.0,24/11/2018 12:00,1543057502
4499,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,31.0,11h,Good,28.0,,Good,0.0,24/11/2018 12:00,1543057502
4500,Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,39.0,11h,Good,13.0,11h,Good,11.0,24/11/2018 12:00,1543057502
4501,Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,35.0,11h,Good,11.0,11h,Good,14.0,24/11/2018 12:00,1543057502
4502,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,11h,Good,30.0,11h,Good,17.0,24/11/2018 12:00,1543057502
4503,Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,57.0,11h,Good,5.0,11h,Good,8.0,24/11/2018 12:00,1543057502
4504,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,12h,Good,19.0,,Good,0.0,24/11/2018 13:00,1543061102
4505,Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,22.0,12h,Good,32.0,12h,Good,18.0,24/11/2018 13:00,1543061102
4506,Barcelona - Gràcia,Good,2.1534,41.3987,12h,Good,25.0,12h,Good,42.0,12h,Good,14.0,24/11/2018 13:00,1543061102
4507,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,31.0,11h,Good,28.0,,Good,0.0,24/11/2018 13:00,1543061102
4508,Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,38.0,12h,Good,14.0,12h,Good,11.0,24/11/2018 13:00,1543061102
4509,Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,34.0,12h,Good,12.0,12h,Good,13.0,24/11/2018 13:00,1543061102
4510,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,12h,Good,24.0,12h,Good,16.0,24/11/2018 13:00,1543061102
4511,Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,52.0,12h,Good,7.0,12h,Good,8.0,24/11/2018 13:00,1543061102
4512,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,13h,Good,18.0,,Good,0.0,24/11/2018 14:00,1543064702
4513,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,28.0,13h,Good,28.0,13h,Good,17.0,24/11/2018 14:00,1543064702
4514,Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,38.0,13h,Good,29.0,13h,Good,13.0,24/11/2018 14:00,1543064702
4515,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,31.0,11h,Good,28.0,,Good,0.0,24/11/2018 14:00,1543064702
4516,Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,46.0,13h,Good,12.0,13h,Good,11.0,24/11/2018 14:00,1543064702
4517,Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,37.0,13h,Good,11.0,14h,Good,12.0,24/11/2018 14:00,1543064702
4518,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,13h,Good,21.0,14h,Good,15.0,24/11/2018 14:00,1543064702
4519,Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,54.0,13h,Good,8.0,13h,Good,8.0,24/11/2018 14:00,1543064702
4520,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,14h,Good,14.0,,Good,0.0,24/11/2018 15:00,1543068301
4521,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,28.0,13h,Good,28.0,14h,Good,16.0,24/11/2018 15:00,1543068301
4522,Barcelona - Gràcia,Good,2.1534,41.3987,14h,Good,39.0,14h,Good,24.0,14h,Good,12.0,24/11/2018 15:00,1543068301
4523,Barcelona - Ciutadella,--,2.1874,41.3864,12h,--,0.0,12h,--,0.0,,Good,0.0,24/11/2018 15:00,1543068301
4524,Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,45.0,14h,Good,13.0,14h,Good,11.0,24/11/2018 15:00,1543068301
4525,Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,44.0,14h,Good,8.0,14h,Good,11.0,24/11/2018 15:00,1543068301
4526,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,14h,Good,19.0,14h,Good,15.0,24/11/2018 15:00,1543068301
4527,Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,58.0,14h,Good,7.0,14h,Good,8.0,24/11/2018 15:00,1543068301
4528,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,15h,Good,14.0,,Good,0.0,24/11/2018 16:00,1543071901
4529,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,28.0,13h,Good,28.0,15h,Good,16.0,24/11/2018 16:00,1543071901
4530,Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,39.0,15h,Good,23.0,15h,Good,12.0,24/11/2018 16:00,1543071901
4531,Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,52.0,15h,Good,13.0,,Good,0.0,24/11/2018 16:00,1543071901
4532,Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,50.0,15h,Good,10.0,15h,Good,11.0,24/11/2018 16:00,1543071901
4533,Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,42.0,15h,Good,9.0,15h,Good,11.0,24/11/2018 16:00,1543071901
4534,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,15h,Good,19.0,15h,Good,14.0,24/11/2018 16:00,1543071901
4535,Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,60.0,15h,Good,6.0,15h,Good,8.0,24/11/2018 16:00,1543071901
4536,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,16h,Good,17.0,,Good,0.0,24/11/2018 17:00,1543075502
4537,Barcelona - Eixample,Good,2.1538,41.3853,14h,--,0.0,14h,--,0.0,16h,Good,15.0,24/11/2018 17:00,1543075502
4538,Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,39.0,16h,Good,20.0,16h,Good,12.0,24/11/2018 17:00,1543075502
4539,Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,48.0,16h,Good,17.0,,Good,0.0,24/11/2018 17:00,1543075502
4540,Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,46.0,16h,Good,14.0,16h,Good,11.0,24/11/2018 17:00,1543075502
4541,Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,41.0,16h,Good,14.0,16h,Good,10.0,24/11/2018 17:00,1543075502
4542,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,16h,Good,19.0,16h,Good,13.0,24/11/2018 17:00,1543075502
4543,Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,53.0,16h,Good,12.0,16h,Good,8.0,24/11/2018 17:00,1543075502
4544,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,17h,Good,18.0,,Good,0.0,24/11/2018 18:00,1543079101
4545,Barcelona - Eixample,Good,2.1538,41.3853,15h,--,0.0,15h,--,0.0,17h,Good,14.0,24/11/2018 18:00,1543079101
4546,Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,35.0,17h,Good,30.0,17h,Good,12.0,24/11/2018 18:00,1543079101
4547,Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,42.0,17h,Good,25.0,,Good,0.0,24/11/2018 18:00,1543079101
4548,Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,35.0,17h,Good,26.0,17h,Good,11.0,24/11/2018 18:00,1543079101
4549,Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,45.0,17h,Good,13.0,17h,Good,9.0,24/11/2018 18:00,1543079101
4550,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,17h,Good,29.0,17h,Good,12.0,24/11/2018 18:00,1543079101
4551,Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,53.0,17h,Good,15.0,17h,Good,8.0,24/11/2018 18:00,1543079101
4552,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,18h,Good,27.0,,Good,0.0,24/11/2018 19:00,1543082702
4553,Barcelona - Eixample,Good,2.1538,41.3853,16h,--,0.0,16h,--,0.0,18h,Good,13.0,24/11/2018 19:00,1543082702
4554,Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,36.0,18h,Good,30.0,18h,Good,11.0,24/11/2018 19:00,1543082702
4555,Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,35.0,18h,Good,36.0,,Good,0.0,24/11/2018 19:00,1543082702
4556,Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,35.0,18h,Good,31.0,18h,Good,11.0,24/11/2018 19:00,1543082702
4557,Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,44.0,18h,Good,14.0,18h,Good,9.0,24/11/2018 19:00,1543082702
4558,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,18h,Good,39.0,18h,Good,11.0,24/11/2018 19:00,1543082702
4559,Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,65.0,18h,Good,10.0,18h,Good,8.0,24/11/2018 19:00,1543082702
4560,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,19h,Good,35.0,,Good,0.0,24/11/2018 20:00,1543086301
4561,Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,16.0,19h,Good,54.0,19h,Good,12.0,24/11/2018 20:00,1543086301
4562,Barcelona - Gràcia,Good,2.1534,41.3987,19h,Good,34.0,19h,Good,38.0,19h,Good,11.0,24/11/2018 20:00,1543086301
4563,Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,24.0,19h,Good,50.0,,Good,0.0,24/11/2018 20:00,1543086301
4564,Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,42.0,19h,Good,27.0,19h,Good,10.0,24/11/2018 20:00,1543086301
4565,Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,51.0,19h,Good,11.0,19h,Good,9.0,24/11/2018 20:00,1543086301
4566,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,19h,Good,44.0,19h,Good,11.0,24/11/2018 20:00,1543086301
4567,Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,70.0,19h,Good,6.0,19h,Good,8.0,24/11/2018 20:00,1543086301
4568,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,20h,Good,31.0,,Good,0.0,24/11/2018 21:00,1543089902
4569,Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,18.0,20h,Good,55.0,20h,Good,12.0,24/11/2018 21:00,1543089902
4570,Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,31.0,20h,Good,41.0,20h,Good,11.0,24/11/2018 21:00,1543089902
4571,Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,16.0,20h,Good,55.0,,Good,0.0,24/11/2018 21:00,1543089902
